AN_LETIVO,NOME_DISTRITO,TIPO_ESCOLA,DRE,DESC_SERIE,MODALIDADE_SEGMENTO,TURMA_ESCOL,CD_ALUNO_SME,ANO_NASC_ALUNO,MES_NASC_ALUNO,CD_SEXO,DESC_RACA_COR,DESC_PAIS_NASC,SITUACAO_MAT
2010,VILA MEDEIROS,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.II 4.ANO,Fund2,S,4651458,1996,1,F,INDIGENA,BOLIVIA,Concluido
2010,CIDADE DUTRA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,C.I 3.ANO,Fund1,S,4100997,2001,8,M,PARDA,BOLIVIA,Concluido
2010,JACANA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.I 2.ANO,Fund1,S,3920030,2002,5,F,BRANCA,BOLIVIA,Concluido
2010,CANGAIBA,CEU EMEI    ,DIRETORIA REGIONAL DE EDUCACAO PENHA,1º ESTAGIO,PRE,S,4413073,2006,2,M,NAO DECLARADA,PERU,Concluido
2010,PENHA,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MINI GRUPO,CRECHE,S,4616811,2007,7,M,PRETA,CONGO,Concluido
2010,CASA VERDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.II 1.ANO,Fund2,S,4569509,1998,12,M,INDIGENA,BOLIVIA,Concluido
2010,VILA MATILDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.II 1.ANO,Fund2,S,3699561,1999,7,M,BRANCA,BOLIVIA,Concluido
2010,VILA GUILHERME,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.II 4.ANO,Fund2,S,2318860,1995,10,M,NAO DECLARADA,BOLIVIA,Concluido
2010,VILA GUILHERME,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.II 2.ANO,Fund2,S,2294741,1997,7,F,AMARELA,BOLIVIA,Concluido
2010,VILA MATILDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 1.ANO F9,Fund1,S,4614249,2003,11,F,AMARELA,JAPAO,Concluido
2010,SAO LUCAS,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,C.I 4.ANO,Fund1,S,4236995,2000,6,F,AMARELA,JAPAO,Concluido
2010,CANGAIBA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 4.ANO,Fund1,S,2791700,1999,11,F,NAO DECLARADA,BOLIVIA,Concluido
2010,CASA VERDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.I 1.ANO F9,Fund1,S,4125680,2003,3,F,NAO DECLARADA,BOLIVIA,Concluido
2010,CACHOEIRINHA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.I 4.ANO,Fund1,S,2631998,1997,12,F,BRANCA,BOLIVIA,Concluido
2010,CIDADE LIDER,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,C.I 4.ANO,Fund1,S,3022966,2000,10,M,BRANCA,BOLIVIA,Concluido
2010,ITAIM PAULISTA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,C.I 1.ANO F9,Fund1,S,4888804,2004,2,M,NAO DECLARADA,PERU,Concluido
2010,PERUS,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,C.II 1.ANO,Fund2,S,3443174,1999,4,M,NAO DECLARADA,BOLIVIA,Concluido
2010,TATUAPE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.II 3.ANO,Fund2,S,4836341,1996,10,F,PARDA,PERU,Concluido
2010,IGUATEMI,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,C.I 2.ANO,Fund1,S,4319883,2002,7,M,BRANCA,BOLIVIA,Concluido
2010,JARAGUA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,EJA 2 ETAPA,EJA1A4,S,4584428,1938,12,F,NAO DECLARADA,ESPANHA,Concluido
2010,BRASILANDIA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.I 3.ANO,Fund1,S,4060645,2000,10,M,BRANCA,JAPAO,Concluido
2010,CASA VERDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.I 3.ANO,Fund1,S,3045150,2001,4,F,BRANCA,BOLIVIA,Concluido
2010,CASA VERDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.I 3.ANO,Fund1,S,3200564,2001,3,M,AMARELA,JAPAO,Concluido
2010,PONTE RASA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 3.ANO,Fund1,S,4861565,2001,8,M,NAO DECLARADA,BOLIVIA,Concluido
2010,CANGAIBA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 2.ANO,Fund1,S,4851867,2001,2,M,NAO DECLARADA,BOLIVIA,Concluido
2010,PARI,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.II 3.ANO,Fund2,S,4641823,1998,5,F,NAO DECLARADA,BOLIVIA,Concluido
2010,AGUA RASA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 1.ANO F9,Fund1,S,4419024,2003,4,F,AMARELA,BOLIVIA,Concluido
2010,CIDADE LIDER,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,C.II 2.ANO,Fund2,S,2095832,1997,4,M,BRANCA,JAPAO,Concluido
2010,SAO MATEUS,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,MINI GRUPO,CRECHE,S,4871738,2007,8,M,NAO DECLARADA,PERU,Concluido
2010,VILA MATILDE,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,1º ESTAGIO,PRE,S,4479814,2006,3,F,INDIGENA,BOLIVIA,Concluido
2010,PERUS,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,2º ESTAGIO,PRE,S,4870344,2005,3,M,NAO DECLARADA,ARGENTINA,Concluido
2010,ARTUR ALVIM,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.II 1.ANO,Fund2,S,3776990,1997,1,M,INDIGENA,BOLIVIA,Concluido
2010,ARTUR ALVIM,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.II 2.ANO,Fund2,S,3439275,1997,5,F,INDIGENA,BOLIVIA,Concluido
2010,VILA JACUI,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,C.II 1.ANO,Fund2,S,3478253,1999,12,F,PARDA,BOLIVIA,Concluido
2010,SACOMA,MOVA        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,MOVA,MOVA,S,4875436,1932,11,F,BRANCA,JAPAO,Concluido
2010,JARAGUA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,C.I 4.ANO,Fund1,S,4845054,2000,10,M,BRANCA,BOLIVIA,Concluido
2010,SAO MATEUS,CIEJA       ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,MIII CIEJA,EJA5A8,S,4896123,1994,1,M,BRANCA,PARAGUAI,Concluido
2010,IGUATEMI,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,C.I 4.ANO,Fund1,S,3686379,1999,9,M,PARDA,BOLIVIA,Concluido
2010,JACANA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2º ESTAGIO,PRE,S,4463990,2005,2,M,NAO DECLARADA,BOLIVIA,Concluido
2010,LIMAO,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,3º ESTAGIO,PRE,S,4281377,2004,7,M,PARDA,BOLIVIA,Concluido
2010,VILA GUILHERME,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,1º ESTAGIO,PRE,S,4186189,2006,2,M,PARDA,BOLIVIA,Concluido
2010,AGUA RASA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,1º ESTAGIO,PRE,S,4833003,2006,7,M,AMARELA,JAPAO,Concluido
2010,ERMELINO MATARAZZO,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 4.ANO,Fund1,S,4319004,1999,5,F,PARDA,BOLIVIA,Concluido
2010,SOCORRO,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,1º ESTAGIO,PRE,S,4897995,2006,3,M,BRANCA,PORTUGAL,Concluido
2010,PENHA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,2º ESTAGIO,PRE,S,4646560,2005,6,M,BRANCA,MARTINICA,Concluido
2010,RIO PEQUENO,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO BUTANTA,1º ESTAGIO,PRE,S,4770112,2006,7,M,AMARELA,JAPAO,Concluido
2010,SAO RAFAEL,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS,MINI GRUPO,CRECHE,S,4888483,2007,4,F,NAO DECLARADA,PERU,Concluido
2010,ARTUR ALVIM,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 4.ANO,Fund1,S,4081781,2000,10,F,INDIGENA,BOLIVIA,Concluido
2010,CANGAIBA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.II 2.ANO,Fund2,S,2449628,1998,2,M,NAO DECLARADA,PERU,Concluido
2010,VILA MEDEIROS,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,3º ESTAGIO,PRE,S,4539699,2004,8,F,NAO DECLARADA,BOLIVIA,Concluido
2010,LIMAO,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.II 1.ANO,Fund2,S,4436791,1999,11,F,NAO DECLARADA,BOLIVIA,Concluido
2010,GRAJAU,CEI DIRET   ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,MINI GRUPO,CRECHE,S,4783142,2007,3,M,NAO DECLARADA,JAPAO,Concluido
2010,TREMEMBE,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,3º ESTAGIO,PRE,S,4523177,2004,3,F,PARDA,BOLIVIA,Concluido
2010,TUCURUVI,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,3º ESTAGIO,PRE,S,4401663,2004,11,F,PARDA,BOLIVIA,Concluido
2010,JARAGUA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,2º ESTAGIO,PRE,S,3929530,2005,7,M,PARDA,JAPAO,Concluido
2010,SANTA CECILIA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,3º ESTAGIO,PRE,S,4484508,2004,8,M,INDIGENA,BOLIVIA,Concluido
2010,TATUAPE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 4.ANO,Fund1,S,4876770,2000,7,F,PARDA,BOLIVIA,Concluido
2010,TATUAPE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 4.ANO,Fund1,S,4898579,2000,1,M,PRETA,ANGOLA,Concluido
2010,CAPAO REDONDO,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO,C.I 4.ANO,Fund1,S,3628237,2000,7,F,PARDA,BOLIVIA,Concluido
2010,BRASILANDIA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.II 2.ANO,Fund2,S,2856889,1998,9,M,NAO DECLARADA,BOLIVIA,Concluido
2010,VILA MARIA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.II 1.ANO,Fund2,S,3979351,1999,9,F,PARDA,BOLIVIA,Concluido
2010,ITAIM PAULISTA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,C.II 4.ANO,Fund2,S,4393150,1997,9,M,PARDA,BOLIVIA,Concluido
2010,CACHOEIRINHA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.II 1.ANO,Fund2,S,4019557,1998,12,F,NAO DECLARADA,BOLIVIA,Concluido
2010,BRASILANDIA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.II 1.ANO,Fund2,S,2858180,1998,12,M,NAO DECLARADA,BOLIVIA,Concluido
2010,MOOCA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,2º ESTAGIO,PRE,S,4668369,2005,2,M,AMARELA,BOLIVIA,Concluido
2010,BELEM,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,BERCARIO II,CRECHE,S,4503074,2008,5,M,NAO DECLARADA,BOLIVIA,Concluido
2010,VILA MARIA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,3º ESTAGIO,PRE,S,4856770,2004,5,F,PARDA,BOLIVIA,Concluido
2010,CANGAIBA,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MINI GRUPO,CRECHE,S,4813693,2007,8,M,NAO DECLARADA,BOLIVIA,Concluido
2010,CASA VERDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.I 4.ANO,Fund1,S,4580071,1999,10,F,BRANCA,BOLIVIA,Concluido
2010,MOOCA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.II 4.ANO,Fund2,S,1450489,1996,1,F,PARDA,BOLIVIA,Concluido
2010,GRAJAU,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO,C.II 4.ANO,Fund2,S,4582026,1995,7,F,NAO DECLARADA,BOLIVIA,Concluido
2010,RIO PEQUENO,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO BUTANTA,C.II 1.ANO,Fund2,S,2855601,1998,9,F,AMARELA,JAPAO,Concluido
2010,CACHOEIRINHA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.II 2.ANO,Fund2,S,2426090,1998,8,M,BRANCA,BOLIVIA,Concluido
2010,VILA GUILHERME,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.I 3.ANO,Fund1,S,3576249,2001,4,F,PARDA,BOLIVIA,Concluido
2010,PENHA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,1º ESTAGIO,PRE,S,4898370,2006,7,F,PARDA,BOLIVIA,Concluido
2010,PARI,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MINI GRUPO,CRECHE,S,4883886,2007,9,F,PARDA,BOLIVIA,Concluido
2010,LIMAO,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,3º ESTAGIO,PRE,S,4209020,2004,5,F,PARDA,BOLIVIA,Concluido
2010,JABAQUARA,MOVA        ,DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO,MOVA,MOVA,S,4663188,1932,1,M,NAO DECLARADA,JAPAO,Concluido
2010,JABAQUARA,MOVA        ,DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO,MOVA,MOVA,S,4663168,1935,3,F,NAO DECLARADA,JAPAO,Concluido
2010,VILA JACUI,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,C.I 2.ANO F9,Fund1,S,4798894,2003,1,F,PARDA,BOLIVIA,Concluido
2010,ITAQUERA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,2º ESTAGIO,PRE,S,4879621,2005,7,M,PARDA,BOLIVIA,Concluido
2010,VILA GUILHERME,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,1º ESTAGIO,PRE,S,4427322,2006,1,M,NAO DECLARADA,BOLIVIA,Concluido
2010,ARTUR ALVIM,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,2º ESTAGIO,PRE,S,4835416,2005,10,F,AMARELA,JAPAO,Concluido
2010,VILA MEDEIROS,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,1º ESTAGIO,PRE,S,4646875,2006,8,M,BRANCA,BOLIVIA,Concluido
2010,BRAS,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,1º ESTAGIO,PRE,S,4317358,2006,6,M,PARDA,BOLIVIA,Concluido
2010,VILA MARIA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,3º ESTAGIO,PRE,S,4238446,2004,7,M,PARDA,BOLIVIA,Concluido
2010,VILA FORMOSA,CR.P.CONV   ,DIRETORIA REGIONAL DE EDUCACAO ITAQUERA,1º ESTAGIO,PRE,S,4796773,2006,8,F,BRANCA,PERU,Concluido
2010,BRASILANDIA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,1º ESTAGIO,PRE,S,4775960,2006,5,M,PARDA,JAPAO,Concluido
2010,TUCURUVI,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.II 4.ANO,Fund2,S,1982865,1996,3,F,BRANCA,BOLIVIA,Concluido
2010,VILA MARIA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,3º ESTAGIO,PRE,S,4779561,2004,11,M,PARDA,BOLIVIA,Concluido
2010,VILA MARIA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,3º ESTAGIO,PRE,S,4879349,2004,4,F,PARDA,BOLIVIA,Concluido
2010,PENHA,CEU EMEI    ,DIRETORIA REGIONAL DE EDUCACAO PENHA,2º ESTAGIO,PRE,S,4881931,2005,10,M,NAO DECLARADA,PERU,Concluido
2010,AGUA RASA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,2º ESTAGIO,PRE,S,4412964,2005,5,M,BRANCA,BOLIVIA,Concluido
2010,AGUA RASA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,3º ESTAGIO,PRE,S,4668538,2004,12,M,BRANCA,JAPAO,Concluido
2010,AGUA RASA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,3º ESTAGIO,PRE,S,4367365,2004,3,M,BRANCA,BOLIVIA,Concluido
2010,MOOCA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,3º ESTAGIO,PRE,S,4596513,2004,3,M,AMARELA,BOLIVIA,Concluido
2010,MOOCA,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,3º ESTAGIO,PRE,S,4490751,2004,4,M,INDIGENA,BOLIVIA,Concluido
2010,PENHA,CEI INDIR   ,DIRETORIA REGIONAL DE EDUCACAO PENHA,MINI GRUPO,CRECHE,S,4577781,2007,3,F,PARDA,BOLIVIA,Concluido
2010,CAMPO GRANDE,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO,3º ESTAGIO,PRE,S,4511707,2004,12,M,BRANCA,BOLIVIA,Concluido
2010,CANGAIBA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 4.ANO,Fund1,S,2931828,2000,2,F,NAO DECLARADA,BOLIVIA,Concluido
2010,SAO LUCAS,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO IPIRANGA,C.I 3.ANO,Fund1,S,4267225,2000,9,F,AMARELA,JAPAO,Concluido
2010,VILA MEDEIROS,EMEI        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,3º ESTAGIO,PRE,S,4557306,2004,12,F,PARDA,BOLIVIA,Concluido
2010,JAGUARE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,EJA 2 ETAPA,EJA1A4,S,4115140,1934,11,F,BRANCA,PORTUGAL,Concluido
2010,LAJEADO,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO GUAIANASES,EJA 1 ETAPA,EJA1A4,S,4817437,1980,3,F,NAO DECLARADA,BOLIVIA,Concluido
2010,PIRITUBA,EMEFM       ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,C.I 4.ANO,Fund1,S,2774104,1999,7,M,PARDA,EQUADOR,Concluido
2010,JABAQUARA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO,C.I 3.ANO,Fund1,S,4663480,2001,11,F,NAO DECLARADA,BOLIVIA,Concluido
2010,MOOCA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.II 4.ANO,Fund2,S,1630749,1995,10,M,PARDA,BOLIVIA,Concluido
2010,MOOCA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.II 4.ANO,Fund2,S,2139547,1996,4,M,PARDA,BOLIVIA,Concluido
2010,LIMAO,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.I 3.ANO,Fund1,S,3242450,2001,5,M,PARDA,BOLIVIA,Concluido
2010,CASA VERDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,EJA 2 ETAPA,EJA1A4,S,3898149,1975,2,F,PARDA,BOLIVIA,Concluido
2010,ITAIM PAULISTA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,C.I 2.ANO,Fund1,S,4034897,2002,6,M,PARDA,BOLIVIA,Concluido
2010,BRASILANDIA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.I 3.ANO,Fund1,S,4615823,2001,4,F,INDIGENA,BOLIVIA,Concluido
2010,PERUS,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA,C.II 3.ANO,Fund2,S,3850661,1997,4,F,NAO DECLARADA,BOLIVIA,Concluido
2010,CASA VERDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.II 2.ANO,Fund2,S,4805449,1997,7,F,PARDA,BOLIVIA,Concluido
2010,VILA JACUI,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL,C.II 3.ANO,Fund2,S,4804994,1997,12,M,NAO DECLARADA,BOLIVIA,Concluido
2010,CASA VERDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.I 4.ANO,Fund1,S,4607977,1999,9,F,PARDA,BOLIVIA,Concluido
2010,FREGUESIA DO O,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.I 4.ANO,Fund1,S,3420443,2000,1,M,PRETA,BOLIVIA,Concluido
2010,CACHOEIRINHA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA,C.I 4.ANO,Fund1,S,2814041,2000,2,F,BRANCA,BOLIVIA,Concluido
2010,CANGAIBA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 2.ANO,Fund1,S,4896415,2002,5,F,BRANCA,BOLIVIA,Concluido
2010,CANGAIBA,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 2.ANO,Fund1,S,3848537,2002,7,M,INDIGENA,BOLIVIA,Concluido
2010,PARI,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.II 4.ANO,Fund2,S,1815111,1996,10,F,BRANCA,BOLIVIA,Concluido
2010,VILA MEDEIROS,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.I 1.ANO F9,Fund1,S,4529271,2003,8,M,BRANCA,BOLIVIA,Concluido
2010,VILA GUILHERME,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,C.II 2.ANO,Fund2,S,3425166,1997,6,M,PARDA,BOLIVIA,Concluido
2010,VILA MATILDE,EMEF        ,DIRETORIA REGIONAL DE EDUCACAO PENHA,C.I 1.ANO F9,Fund1,S,4217716,2003,12,F,INDIGENA,BOLIVIA,Concluido
